SC_NO,행정동코드,행정동,SCHUL_NM,ADRES,TELNO,OLD_ZIP,latitude,longitude,geometry
3946,1171068000,잠실3동,서울송전초등학교병설유치원,서울특별시 송파구 석촌호수로 159,02-000-0000,138-223,37.50853800091453,127.09497300000044,POINT (127.0949730000004 37.50853800091453)
3298,1135063000,상계1동,서울수락초등학교병설유치원,서울특별시 노원구 동일로 1745,02-933-6869,139-838,37.68441300090976,127.0548260000035,POINT (127.0548260000035 37.68441300090976)
4449,1138065000,수색동,서울수색초등학교병설유치원,서울특별시 은평구 수색로 16길 21,02-376-6752,122-090,37.58510500091551,126.89550999999553,POINT (126.8955099999955 37.58510500091551)
3875,1168075000,수서동,서울수서초등학교병설유치원,서울특별시 강남구 광평로51길 46,02-459-5926,135-220,37.491081000909816,127.10156200000492,POINT (127.1015620000049 37.49108100090982)
3855,1135061900,중계본동,서울수암초등학교병설유치원,서울특별시 노원구 중계로12길 9,02-3399-4276,139-854,37.64809600091458,127.08149700000203,POINT (127.081497000002 37.64809600091458)
3896,1130561500,수유1동,서울수유초등학교병설유치원,서울특별시 강북구 삼양로74길 39,02-989-3724,142-874,37.630817000911875,127.02024899999708,POINT (127.0202489999971 37.63081700091188)
3611,1129071500,월곡제1동,서울숭곡초등학교병설유치원,서울특별시 성북구 종암로40길 30,02-912-5846,136-131,37.608149000910906,127.03250599999471,POINT (127.0325059999947 37.60814900091091)
3733,1129070500,종암동,서울숭례초등학교병설유치원,서울특별시 성북구 종암로5길 14,02-927-5611,136-860,37.594762000910755,127.0350010000039,POINT (127.0350010000039 37.59476200091076)
3688,1120053500,왕십리도선동,서울숭신초등학교병설유치원,서울특별시 성동구 하왕십리동 547-1(마장로 161),02-2253-2918,133-855,37.567363000916195,127.02752099999486,POINT (127.0275209999949 37.5673630009162)
2829,1147064000,신정3동,서울신기초등학교병설유치원,서울특별시 양천구 신정로292,02-2601-9846,158-865,37.511141000915266,126.85409399999698,POINT (126.854093999997 37.51114100091527)
3167,1159065100,사당제5동,서울신남성초등학교병설유치원,서울특별시 동작구 사당로 146,02-587-6131,156-095,37.48866700091268,126.96510600000346,POINT (126.9651060000035 37.48866700091268)
2705,1171063100,가락1동,서울가락초등학교병설유치원,서울특별시 송파구 송파대로37길 45,02-3401-9939,138-161,37.500184000908774,127.1078089999957,POINT (127.1078089999957 37.50018400090877)
4545,1150060500,가양제3동,서울가양초등학교병설유치원,서울특별시 강서구 허준로 (가양동) 186,02-3662-8731,157-809,37.56179600091422,126.85861600000239,POINT (126.8586160000024 37.56179600091422)
4566,1141070000,남가좌제2동,서울가재울초등학교병설유치원,서울특별시 서대문구 명지대길 (남가좌동) 101,02-300-8691,120-800,37.58429600090934,126.9230459999968,POINT (126.9230459999968 37.58429600090934)
2706,1174056000,고덕제2동,서울강덕초등학교병설유치원,서울특별시 강동구 동남로82길 94-54,02-427-7188,134-082,37.55900500091053,127.16076899999754,POINT (127.1607689999975 37.55900500091053)
4578,1147061100,신월7동,서울강월초등학교병설유치원,서울특별시 양천구 신월동 987-3,02-2605-1702,158-090,37.51602600091098,126.83395200000331,POINT (126.8339520000033 37.51602600091098)
4508,1168066000,개포1동,서울개원초등학교병설유치원,서울특별시 강남구 선릉로 (개포동) 29,02-574-3587,135-810,37.48138500091063,127.05867900000074,POINT (127.0586790000007 37.48138500091063)
2593,1168067000,개포2동,서울개포유치원,서울특별시 강남구 영동대로3길 45,02-445-8325,135-804,37.48669000091587,127.07088099999626,POINT (127.0708809999963 37.48669000091587)
3431,1144068000,합정동,샛터유치원,서울특별시 마포구 합정동 384-4번지,02-334-6887,121-885,37.55008400091345,126.91218800000544,POINT (126.9121880000054 37.55008400091345)
4101,1130554500,송중동,동명유치원,서울특별시 강북구 미아4동 53-1,02-989-5723,142-804,37.61359600091026,127.03424799999668,POINT (127.0342479999967 37.61359600091026)
4107,1126068000,신내1동,동성유치원,서울특별시 중랑구 신내1동 620번지,02-434-2690,131-130,37.60940600091211,127.09671999999748,POINT (127.0967199999975 37.60940600091211)
2590,1165053000,서초3동,동우유치원,서울특별시 서초구 서초3동 1514-2,02-582-5197,137-871,37.48635600090902,127.00554999999865,POINT (127.0055499999986 37.48635600090902)
4117,1126057000,면목제7동,동일유치원,서울특별시 중랑구 면목7동 665-2번지,02-432-2949,131-207,37.5781900009134,127.08462099999709,POINT (127.0846209999971 37.5781900009134)
3919,1129081000,석관동,두산효자유치원,서울특별시 성북구 석관1동 두산아파트 단지내,02-963-8334,136-761,37.61086200091402,127.06968899999987,POINT (127.0696889999999 37.61086200091402)
3920,1147052000,목2동,레인보우유치원,서울특별시 양천구 목2동 520-29,02-2653-7272,158-807,37.54546700091607,126.87806799999862,POINT (126.8780679999986 37.54546700091607)
3293,1135069500,상계6.7동,마들유치원,서울특별시 노원구 상계6동 767-6,02-934-3485,139-206,37.647247000914426,127.0595239999956,POINT (127.0595239999956 37.64724700091443)
3862,1141068500,홍은제2동,명지전문대학부속명지유치원,서울특별시 서대문구 홍은3동 361-20번지,02-302-5295,120-103,37.58373300091559,126.92642799999444,POINT (126.9264279999944 37.58373300091559)
4089,1147059000,신월4동,목동다솜유치원,서울특별시 양천구 월정로9길 (신월동) 23-4,02-692-8975,158-832,37.524219000914854,126.83874599999614,POINT (126.8387459999961 37.52421900091485)
2820,1147068000,신정7동,목성유치원,서울특별시 양천구 신정7동 326,02-2642-7970,158-077,37.51304400091194,126.86079500000393,POINT (126.8607950000039 37.51304400091194)
3796,1153075000,개봉제2동,목원유치원,서울특별시 구로구 개봉2동 481번지,02-2066-6060,152-092,37.491894000910925,126.85857200000272,POINT (126.8585720000027 37.49189400091092)
2591,1168060000,대치1동,묘동유치원,서울특별시 강남구 대치1동 1015-7,02-556-8737,135-280,37.4974340009132,127.05887300000262,POINT (127.0588730000026 37.4974340009132)
3423,1138060000,응암제3동,무지개나라유치원,서울특별시 은평구 응암4동 698-1번지,02-302-5255,122-014,37.58458500091648,126.91818499999916,POINT (126.9181849999992 37.58458500091648)
4535,1156055000,당산제1동,무지개영재유치원,서울특별시 영등포구 양산로17길 (당산동3가) 8,02-2675-0324,150-802,37.52508000091026,126.89371400000468,POINT (126.8937140000047 37.52508000091026)
4130,1135066500,상계3.4동,무지개유치원,서울특별시 노원구 상계1동 1275-3,02-951-8546,139-838,37.664563000909716,127.07868800000301,POINT (127.078688000003 37.66456300090972)
3816,1120052000,왕십리제2동,무학유치원,서울특별시 성동구 하왕십리2동 986-95,02-2299-2402,133-858,37.56149600091346,127.03068700000132,POINT (127.0306870000013 37.56149600091346)
2821,1150061500,우장산동,문성유치원,서울특별시 강서구 화곡5동 94-1,02-2698-6059,157-870,37.547081000909365,126.8445929999996,POINT (126.8445929999996 37.54708100090937)
4132,1135060000,공릉2동,미광유치원,서울특별시 노원구 공릉2동 81,02-948-9677,139-800,37.6234110009135,127.08310400000006,POINT (127.0831040000001 37.6234110009135)
4131,1126065500,망우본동,미광유치원,서울특별시 중랑구 망우2동 491-20번지,02-432-2952,131-232,37.59790700091184,127.09658700000041,POINT (127.0965870000004 37.59790700091184)
4133,1150053000,등촌제2동,미도유치원,서울특별시 강서구 등촌2동 533-39,02-2651-5079,157-032,37.550402000908164,126.86093999999588,POINT (126.8609399999959 37.55040200090816)
4134,1150064100,방화제3동,미래유치원,서울특별시 강서구 방화3동 811-3,02-2662-1160,157-222,37.575266000912976,126.81022900000553,POINT (126.8102290000055 37.57526600091298)
4137,1138060000,응암제3동,미림유치원,서울특별시 은평구 응암3동 123-1번지,02-387-6788,122-013,37.5950920009143,126.91731900000123,POINT (126.9173190000012 37.5950920009143)
4136,1126062000,묵제1동,미림유치원,서울특별시 중랑구 묵1동 162-1,02-974-5300,131-141,37.61639800091242,127.07928200000009,POINT (127.0792820000001 37.61639800091242)
4135,1153075000,개봉제2동,미림유치원,서울특별시 구로구 개봉2동 259-35,02-2612-1006,152-810,37.49086900091019,126.85794299999766,POINT (126.8579429999977 37.49086900091019)
4139,1135061100,하계1동,미성유치원,서울특별시 노원구 하계동 280,02-974-6996,139-209,37.63445900091619,127.06955400000119,POINT (127.0695540000012 37.63445900091619)
3742,1120064500,옥수동,미타유치원,서울특별시 성동구 옥수2동 395,02-2297-7982,133-840,37.54374600091004,127.01760999999733,POINT (127.0176099999973 37.54374600091004)
4140,1171063200,가락2동,밀알유치원,서울특별시 송파구 가락2동 196-16,02-400-4403,138-812,37.49305400091349,127.13164199999991,POINT (127.1316419999999 37.49305400091349)
2955,1153052000,구로제1동,바니유치원,서울특별시 구로구 구로1동 685-70,02-865-4234,152-051,37.4926370009106,126.87697099999578,POINT (126.8769709999958 37.4926370009106)
4141,1138052000,불광제1동,바다의별유치원,서울특별시 은평구 불광2동 286-21번지,02-287-0325,122-042,37.615411000907976,126.92621099999668,POINT (126.9262109999967 37.61541100090798)
2822,1147060000,신월5동,바자울유치원,서울특별시 양천구 신월5동 17-2,02-2693-4123,158-095,37.54090000091104,126.83089399999663,POINT (126.8308939999966 37.54090000091104)
4143,1129059000,돈암제2동,반디유치원,서울특별시 성북구 돈암1동 606,02-929-1228,136-061,37.59460200091113,127.01030600000178,POINT (127.0103060000018 37.59460200091113)
4142,1168075000,수서동,반디유치원,서울특별시 강남구 수서동 736,02-451-8890,135-220,37.48709200091425,127.09843200000462,POINT (127.0984320000046 37.48709200091425)
2600,1165057000,반포2동,반포성모유치원,서울특별시 서초구 반포2동 355,02-537-4224,137-042,37.504923000909926,126.99450299999972,POINT (126.9945029999997 37.50492300090993)
4554,1150062000,공항동,밤비니유치원,서울특별시 강서구 남부순환로7길 (공항동) 39,02-2664-7942,157-812,37.5588610009088,126.80956200000003,POINT (126.809562 37.5588610009088)
2823,1150063000,방화제1동,방화이화유치원,서울특별시 강서구 방화1동 449-27,02-2662-2017,157-849,37.574047000915925,126.81348600000474,POINT (126.8134860000047 37.57404700091593)
3161,1162060500,은천동,배꽃유치원,서울특별시 관악구 봉천본동 935-2,02-878-7766,151-827,37.485551000913595,126.94192399999814,POINT (126.9419239999981 37.4855510009136)
3424,1144066000,서교동,배영유치원,서울특별시 마포구 서교동 370-13번지,02-334-3405,121-210,37.552571000907996,126.92002800000387,POINT (126.9200280000039 37.552571000908)
3680,1111053000,사직동,배화여자대학병설배화유치원,서울특별시 종로구 필운동 12,02-737-1434,110-735,37.57910200091188,126.96591599999705,POINT (126.9659159999971 37.57910200091188)
3825,1154571000,시흥제5동,백상유치원,서울특별시 금천구 시흥동 220-2번지,02-803-5485,153-030,37.45350100090745,126.9140740000001,POINT (126.9140740000001 37.45350100090745)
4146,1162058500,낙성대동,백설유치원,서울특별시 관악구 봉천7동 1606-13,02-877-4676,151-057,37.47646500091415,126.95363999999952,POINT (126.9536399999995 37.47646500091415)
3067,1123056000,전농제1동,백주유치원,서울특별시 동대문구 전농4동 209-27번지,02-2249-5170,130-024,37.580534000908614,127.0527220000055,POINT (127.0527220000055 37.58053400090861)
4147,1138062500,역촌동,백합유치원,서울특별시 은평구 역촌1동 12-6번지,02-353-0855,122-895,37.608121000908596,126.91731199999458,POINT (126.9173119999946 37.6081210009086)
2956,1153078000,오류제2동,버들유치원,서울특별시 구로구 오류2동 150,02-2614-5393,152-102,37.49161400091112,126.84278999999914,POINT (126.8427899999991 37.49161400091112)
3068,1123074000,이문제1동,베다니유치원,서울특별시 동대문구 이문1동 260-4번지,02-965-0605,130-081,37.599679000911905,127.06263699999735,POINT (127.0626369999974 37.59967900091191)
4150,1120057000,행당제2동,벧엘유치원,서울특별시 성동구 행당2동 한진아파트 328,02-2281-6898,133-777,37.55487700090796,127.02676700000427,POINT (127.0267670000043 37.55487700090796)
4149,1141061500,연희동,벧엘유치원,서울특별시 서대문구 연희3동 301번지,02-333-9941,120-113,37.56634200091541,126.9323039999978,POINT (126.9323039999978 37.56634200091541)
4148,1159052000,노량진제2동,벧엘유치원,서울특별시 동작구 노량진2동 225-57,02-814-1482,156-052,37.508984000915,126.9425879999948,POINT (126.9425879999948 37.508984000915)
4151,1171064600,장지동,별나라유치원,서울특별시 송파구 문정동 72-3,02-406-4915,138-200,37.481550000915405,127.12585000000082,POINT (127.1258500000008 37.48155000091541)
2957,1156056000,당산제2동,별님유치원,서울특별시 영등포구 당산동4가 88,02-2633-4533,150-806,37.53128000091349,126.89675699999822,POINT (126.8967569999982 37.53128000091349)
3425,1144066000,서교동,별밭유치원,서울특별시 마포구 성산동 572-643,02-334-1492,121-250,37.558069000912646,126.9113809999967,POINT (126.9113809999967 37.55806900091265)
4152,1120065000,성수1가제1동,별초롱유치원,서울특별시 성동구 성수동1가 142-3,02-465-3435,133-110,37.53888700091313,127.04704799999458,POINT (127.0470479999946 37.53888700091313)
3922,1135056000,월계1동,보고유치원,서울특별시 노원구 월계동 435-5,02-912-0570,139-050,37.61953700091584,127.06135700000553,POINT (127.0613570000055 37.61953700091584)
4153,1132071000,방학제3동,보나유치원,서울특별시 도봉구 방학4동 508번지,02-956-3197,132-024,37.656761000914095,127.02183400000484,POINT (127.0218340000048 37.65676100091409)
4155,1138052000,불광제1동,보라유치원,서울특별시 은평구 불광동 13-27번지,02-356-6811,122-040,37.618748000908276,126.93252900000226,POINT (126.9325290000023 37.61874800090828)
4154,1150053500,등촌제3동,보라유치원,서울특별시 강서구 등촌3동 694,02-2658-1154,157-030,37.5624720009108,126.84660700000376,POINT (126.8466070000038 37.5624720009108)
4156,1138063100,신사제1동,보람유치원,서울특별시 은평구 신사동 1-153번지,02-352-7615,122-080,37.60003800091628,126.91421300000289,POINT (126.9142130000029 37.60003800091628)
4157,1138055200,갈현제2동,보림유치원,서울특별시 은평구 갈현2동 489-13번지,02-389-3023,122-052,37.61356500091255,126.91353999999775,POINT (126.9135399999978 37.61356500091255)
4158,1135058000,월계3동,보배유치원,서울특별시 노원구 월계3동 322-1,02-977-2727,139-053,37.62943900091417,127.06255799999825,POINT (127.0625579999982 37.62943900091417)
4129,1159053000,상도제1동,무지개유치원,서울특별시 동작구 상도5동 408,02-817-9854,156-035,37.493384000915626,126.95738499999594,POINT (126.9573849999959 37.49338400091563)
3524,1121576000,중곡제3동,미파유치원,서울특별시 광진구 중곡3동 608-6,02-434-3625,143-223,37.57017200090911,127.08585099999712,POINT (127.0858509999971 37.57017200090911)
4159,1121581000,광장동,보성유치원,서울특별시 광진구 광장동 218-1,02-453-9712,143-210,37.543347000908746,127.10457900000117,POINT (127.1045790000012 37.54334700090875)
3681,1117055500,청파동,보윤유치원,서울특별시 용산구 서계동 100-1,02-718-0999,140-140,37.55097400091602,126.96814900000089,POINT (126.9681490000009 37.55097400091602)
4160,1117051000,후암동,복자유치원,서울특별시 용산구 후암동 38-3,02-319-2915,140-899,37.55170100091188,126.97819999999997,POINT (126.9782 37.55170100091188)
3069,1126056500,면목본동,봄내유치원,서울특별시 중랑구 면목1동 547-4번지,02-438-9711,131-818,37.58595500091465,127.08553400000369,POINT (127.0855340000037 37.58595500091465)
3923,1111063000,종로5.6가동,봄샘유치원,서울특별시 종로구 종로6가 210-1,02-764-3210,110-126,37.57328000091198,127.00659199999552,POINT (127.0065919999955 37.57328000091198)
3751,1171060000,석촌동,불광유치원,서울특별시 송파구 석촌동 160-1,02-422-1311,138-844,37.50716600091276,127.10286200000247,POINT (127.1028620000025 37.50716600091276)
4161,1129070500,종암동,빛나라유치원,서울특별시 성북구 종암동 131-3,02-928-2004,136-090,37.597358000909146,127.03295199999943,POINT (127.0329519999994 37.59735800090915)
4163,1123057000,전농제2동,빛나유치원,서울특별시 동대문구 전농4동 206-76번지,02-2212-0406,130-024,37.581060000909204,127.05537600000389,POINT (127.0553760000039 37.5810600009092)
4164,1135059500,공릉1동,뽀뽀뽀유치원,서울특별시 노원구 공릉3동 708,02-976-3671,139-805,37.63025000091163,127.06930000000251,POINT (127.0693000000025 37.63025000091163)
3070,1123065000,장안제1동,사군자유치원,서울특별시 동대문구 장안1동 403-4번지,02-2245-5801,130-843,37.565133000910876,127.06375000000412,POINT (127.0637500000041 37.56513300091088)
3295,1135059500,공릉1동,사라유치원,서울특별시 노원구 공릉3동 714,02-973-3366,139-805,37.62978300090992,127.07179900000122,POINT (127.0717990000012 37.62978300090992)
3296,1135062400,중계4동,사랑샘유치원,서울특별시 노원구 중계4동 358-6,02-932-2843,139-859,37.656391000914496,127.0777010000049,POINT (127.0777010000049 37.6563910009145)
4170,1159066000,대방동,사랑유치원,서울특별시 동작구 대방동 414-3,02-822-0102,156-811,37.49833800091151,126.92114899999703,POINT (126.921148999997 37.49833800091151)
4169,1132069000,방학제1동,사랑유치원,서울특별시 도봉구 방학1동 720-1,02-956-2666,132-021,37.66500500091374,127.04814700000469,POINT (127.0481470000047 37.66500500091374)
4168,1129070500,종암동,사랑유치원,서울특별시 성북구 종암2동 99-10,02-913-4114,136-864,37.5998630009143,127.0362710000043,POINT (127.0362710000043 37.5998630009143)
4165,1153051000,신도림동,사랑유치원,서울특별시 구로구 신도림동 290-1,02-2634-7918,152-070,37.50735700091372,126.87660300000046,POINT (126.8766030000005 37.50735700091372)
2824,1147056000,신월1동,사슴유치원,서울특별시 양천구 신월1동 121-36,02-2605-1357,158-091,37.53091200090823,126.835881,POINT (126.835881 37.53091200090823)
4171,1135061100,하계1동,산내들유치원,서울특별시 노원구 공릉2동 삼익아파트 737,02-978-8882,139-769,37.639298000911324,127.07752699999543,POINT (127.0775269999954 37.63929800091132)
3071,1123071000,회기동,산정현유치원,서울특별시 동대문구 회기동 3-59번지,02-963-0371,130-050,37.592627000915705,127.05402899999979,POINT (127.0540289999998 37.59262700091571)
3427,1144059000,용강동,삼성아이유치원,서울특별시 마포구 염리동 174-14번지,02-717-6432,121-090,37.542278000909526,126.94460799999969,POINT (126.9446079999997 37.54227800090953)
4172,1141072000,북가좌제2동,삼성유치원,서울특별시 서대문구 북가좌2동 5-33번지,02-372-2211,120-132,37.581612000915264,126.91922400000517,POINT (126.9192240000052 37.58161200091526)
3525,1121574000,중곡제1동,삼원유치원,서울특별시 광진구 중곡1동 639-3,02-466-1185,143-221,37.558348000908374,127.07751799999933,POINT (127.0775179999993 37.55834800090837)
3924,1135060000,공릉2동,삼육대학교부속유치원,서울특별시 노원구 공릉2동 26-21,02-977-2123,139-242,37.64290500091285,127.10601400000132,POINT (127.1060140000013 37.64290500091285)
4174,1147053000,목3동,삼일유치원,서울특별시 양천구 목3동 622-22,02-2647-3131,158-053,37.54749300091056,126.86383600000025,POINT (126.8638360000002 37.54749300091056)
3793,1171061000,삼전동,삼전유치원,서울특별시 송파구 삼전동 48-2,02-416-9729,138-180,37.50340600091333,127.08966300000229,POINT (127.0896630000023 37.50340600091333)
3162,1159053000,상도제1동,상도유치원,서울특별시 동작구 상도1동 418-2,02-815-3319,156-020,37.50153500091241,126.95191099999978,POINT (126.9519109999998 37.50153500091241)
3682,1111055000,부암동,상명사대부속유치원,서울특별시 종로구 홍지동 7,02-396-1602,110-743,37.60260300091201,126.95586199999968,POINT (126.9558619999997 37.60260300091201)
4178,1171061000,삼전동,상아유치원,서울특별시 송파구 삼전동 177-6,02-417-2972,138-841,37.50089900091371,127.09517900000422,POINT (127.0951790000042 37.50089900091371)
4176,1159056000,상도제4동,상아유치원,서울특별시 동작구 상도4동 211-16,02-822-6901,156-034,37.49765800091017,126.94463699999751,POINT (126.9446369999975 37.49765800091017)
4175,1147061100,신월7동,상아유치원,서울특별시 양천구 신월7동 953-6,02-2697-7955,158-097,37.52093600091086,126.83390999999739,POINT (126.8339099999974 37.52093600091086)
4179,1135062500,중계2.3동,상원유치원,서울특별시 노원구 중계3동 511-2,02-949-0217,139-865,37.64312700090901,127.06946800000519,POINT (127.0694680000052 37.64312700090901)
3784,1120065000,성수1가제1동,새길유치원,서울특별시 성동구 성수1가1동 272,02-463-5508,133-819,37.538955000913795,127.04991000000445,POINT (127.0499100000044 37.53895500091379)
3163,1162068500,신사동,새동원유치원,서울특별시 관악구 신림4동 484-16,02-857-7777,151-014,37.484562000906955,126.92117799999455,POINT (126.9211779999946 37.48456200090695)
2958,1153055000,구로제4동,새두산유치원,서울특별시 구로구 구로4동 1265,02-854-4133,152-054,37.4891950009136,126.88933599999973,POINT (126.8893359999997 37.4891950009136)
4182,1130554500,송중동,새롬유치원,서울특별시 강북구 미아9동 258-300,02-983-5537,142-109,37.6225770009142,127.03169600000295,POINT (127.031696000003 37.6225770009142)
3429,1138052000,불광제1동,새보람유치원,서울특별시 은평구 불광1동 239-10번지,02-358-1019,122-041,37.616235000911225,126.93259899999556,POINT (126.9325989999956 37.61623500091122)
4183,1135063000,상계1동,새봄유치원,서울특별시 노원구 상계1동 1255,02-951-1191,139-838,37.68150200091154,127.05372900000195,POINT (127.053729000002 37.68150200091154)
3734,1129052500,성북동,새삼선유치원,서울특별시 성북구 동소문동1가 140-75,02-745-9415,136-031,37.59012500090799,127.00607399999909,POINT (127.0060739999991 37.59012500090799)
4184,1126065500,망우본동,새샛별유치원,서울특별시 중랑구 망우동 202-19번지,02-433-3668,131-803,37.60002600091385,127.10265399999862,POINT (127.1026539999986 37.60002600091385)
4185,1147062000,신정1동,새서울유치원,서울특별시 양천구 신정1동 312,02-2646-1100,158-071,37.51881900091513,126.86350099999636,POINT (126.8635009999964 37.51881900091513)
2592,1165062000,방배3동,새성민유치원,서울특별시 서초구 방배3동 981-2,02-582-1871,137-063,37.480726000909605,126.99610499999461,POINT (126.9961049999946 37.48072600090961)
3072,1123057000,전농제2동,새소리유치원,서울특별시 동대문구 전농3동 7,02-2214-0011,130-769,37.57651400090921,127.0605159999954,POINT (127.0605159999954 37.57651400090921)
3164,1162056500,성현동,새소슬유치원,서울특별시 관악구 봉천5동 1712,02-6671-6001,151-055,37.48972000091494,126.95062800000105,POINT (126.950628000001 37.48972000091494)
4186,1165062100,방배4동,새순유치원,서울특별시 서초구 방배4동 831-13,02-532-8901,137-834,37.488751000913346,126.98833100000142,POINT (126.9883310000014 37.48875100091335)
3762,1130563500,수유3동,새시대유치원,서울특별시 강북구 수유3동 172-147,02-905-0287,142-876,37.64264000090948,127.02697099999689,POINT (127.0269709999969 37.64264000090948)
4557,1150057000,화곡제4동,새싹유치원,서울특별시 강서구 곰달래로49길 (화곡동) 10,02-2651-1322,157-893,37.53218200090735,126.85800399999941,POINT (126.8580039999994 37.53218200090735)
4190,1129062000,정릉제1동,새싹유치원,서울특별시 성북구 정릉1동 966-112,02-914-6529,136-840,37.60313400090845,127.01450799999908,POINT (127.0145079999991 37.60313400090845)
4189,1144066000,서교동,새싹유치원,"서울특별시 마포구 서교동 460-2호, 3호",02-324-9148,121-210,37.55605700091123,126.91602800000217,POINT (126.9160280000022 37.55605700091123)
4188,1162063000,남현동,새싹유치원,서울특별시 관악구 남현동 1071-25,02-584-6135,151-080,37.47451600090893,126.97283000000488,POINT (126.9728300000049 37.47451600090893)
3073,1126069000,신내2동,새아랑유치원,서울특별시 중랑구 신내2동 657번지 신내아파트 9단지내,02-3421-8411,131-130,37.61198400091199,127.09460499999653,POINT (127.0946049999965 37.61198400091199)
3074,1123066000,장안제2동,새일문유치원,서울특별시 동대문구 장안4동 305-1번지,02-2212-6229,130-104,37.575134000912534,127.07162799999617,POINT (127.0716279999962 37.57513400091253)
3430,1144058500,도화동,새현대유치원,서울특별시 마포구 도화1동 357번지 현대아파트단지내,02-3273-3723,121-041,37.53945100091171,126.95403900000454,POINT (126.9540390000045 37.53945100091171)
4193,1138055200,갈현제2동,색동유치원,서울특별시 은평구 갈현동 495-8번지,02-384-2539,122-050,37.61603100091315,126.91420699999861,POINT (126.9142069999986 37.61603100091315)
4162,1147051000,목1동,빛나유치원,서울특별시 양천구 목1동 925,02-2651-7355,158-051,37.52742400090827,126.86731900000133,POINT (126.8673190000013 37.52742400090827)
4166,1123070500,청량리동,사랑유치원,서울특별시 동대문구 청량리1동 61번지한신아파트내,02-957-5330,130-011,37.58828400091288,127.0473019999971,POINT (127.0473019999971 37.58828400091288)
4173,1171064100,문정1동,삼성유치원,서울특별시 송파구 문정동 1,02-3401-5678,138-200,37.49051300091586,127.13035899999961,POINT (127.1303589999996 37.49051300091586)
4192,1126052000,면목제2동,색동유치원,서울특별시 중랑구 면목2동 183-120번지,02-435-2714,131-823,37.59171200091262,127.07838600000474,POINT (127.0783860000047 37.59171200091262)
4191,1154551000,가산동,색동유치원,서울특별시 금천구 가산동 253-49,02-869-1501,153-023,37.473244000913965,126.88714200000544,POINT (126.8871420000054 37.47324400091397)
4195,1147061100,신월7동,샘터유치원,서울특별시 양천구 신월7동 987-1,02-2691-1424,158-097,37.517786000910974,126.83422999999907,POINT (126.8342299999991 37.51778600091097)
4196,1171062000,가락본동,샛별유치원,서울특별시 송파구 가락동 70-7,02-408-1073,138-160,37.49859900091449,127.11874100000068,POINT (127.1187410000007 37.49859900091449)
4197,1144061000,염리동,샤론유치원,서울특별시 마포구 염리동 27-119번지,02-715-8209,121-090,37.550340000915554,126.94839800000389,POINT (126.9483980000039 37.55034000091555)
4198,1121587000,구의제3동,샬롬유치원,서울특별시 광진구 구의3동 208-13,02-456-7770,143-821,37.54243800090758,127.09170099999953,POINT (127.0917009999995 37.54243800090758)
4199,1150064000,방화제2동,서강유치원,서울특별시 강서구 방화3동 553-9,02-2664-7428,157-222,37.57123800090829,126.80836900000304,POINT (126.808369000003 37.57123800090829)
4200,1138060000,응암제3동,서문유치원,서울특별시 은평구 응암3동 577-57번지,02-375-0027,122-013,37.5915820009123,126.91670199999749,POINT (126.9167019999975 37.5915820009123)
3683,1117064000,이촌제2동,서부유치원,서울특별시 용산구 이촌2동 208-1,01-702-1638,140-032,37.52839400091514,126.953820000005,POINT (126.953820000005 37.52839400091514)
3075,1126060000,중화제1동,서안유치원,서울특별시 중랑구 중화1동 282-12번지,02-435-9413,131-121,37.60430200091007,127.07992999999446,POINT (127.0799299999945 37.60430200091007)
4525,1171064700,위례동,서울솔가람유치원,서울특별시 송파구 장지동 900,02-401-0781,138-210,37.478020000907186,127.14089499999903,POINT (127.140894999999 37.47802000090719)
4451,1120072000,송정동,서울송원초등학교병설유치원,서울특별시 성동구 동일로43길 9,02-469-5012,133-160,37.55409600091294,127.06952400000172,POINT (127.0695240000017 37.55409600091294)
4499,1159067000,신대방제1동,서울문창초등학교병설유치원,서울특별시 동작구 신대방2길 (신대방동) 14,02-836-9535,156-010,37.48899200091391,126.91399000000223,POINT (126.9139900000022 37.48899200091391)
3833,1153056000,구로제5동,서울미래초등학교병설유치원,서울특별시 구로구 새말로 73,02-858-1965,152-055,37.504996000911845,126.8879829999963,POINT (126.8879829999963 37.50499600091185)
3608,1130553400,삼양동,서울미양초등학교병설유치원,서울특별시 강북구 솔샘로 195,02-987-4195,142-101,37.621373000916236,127.01364399999946,POINT (127.0136439999995 37.62137300091624)
2595,1165055000,반포본동,서울반포초등학교병설유치원,서울특별시 서초구 신반포로 55-4,02-591-5204,137-049,37.502777000908935,126.99109300000067,POINT (126.9910930000007 37.50277700090894)
2596,1165062100,방배4동,서울방배초등학교병설유치원,서울특별시 서초구 방배중앙로13길 26,02-595-9978,137-064,37.48715800091126,126.98746999999935,POINT (126.9874699999993 37.48715800091126)
2965,1154571000,시흥제5동,서울백산초등학교병설유치원,서울특별시 금천구 시흥대로 38길 78,02-803-5883,153-846,37.446679000911956,126.90524499999717,POINT (126.9052449999972 37.44667900091196)
4568,1130560800,번3동,서울번동초등학교병설유치원,서울특별시 강북구 오현로 (번동) 204,02-987-1866,142-060,37.628884000911896,127.04050800000388,POINT (127.0405080000039 37.6288840009119)
3925,1129059000,돈암제2동,서울베네딕도유치원,서울특별시 성북구 돈암2동 413-157,02-925-9267,136-062,37.59883100090791,127.01606999999844,POINT (127.0160699999984 37.59883100090791)
